구분번호,대통령,글제목,연설일자,원문보기,연설장소
1307841,김영삼,피델 라모스 필리핀 대통령 내외를 위한 만찬사(한국과 필리핀은 아·태 시대의 중심국가),1993-05-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908200039082011049.PDF,국내
1307840,김영삼,피델 라모스 필리핀 대통령 내외를 위한 환영사(필리핀은 한국의 오랜 우방),1993-05-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908100039081011048.PDF,국내
1307842,김영삼,중소기업인과의 대화(세계제일을 향한 도전),1993-05-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908300039083011050.PDF,국내
1307844,김영삼,내외경제신문 창간 20주년 특별회견(경제정책의 대전제는 물가안정),1993-06-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908500039085011052.PDF,국내
1307843,김영삼,"헌법재판소 청사 준공식 연설(헌법은 정의와 양심, 그리고 살아 있는 규범)",1993-06-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908400039084011051.PDF,국내
1307846,김영삼,알베르토 후지모리 페루 대통령을 위한 만찬사(한국과 페루의 새로운 관계 발전),1993-06-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908700039087011054.PDF,국내
1307845,김영삼,알베르토 후지모리 페루 대통령을 위한 환영사(페루는 우리의 친근한 우방국가),1993-06-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908600039086011053.PDF,국내
1307847,김영삼,취임 100일 기자회견문(신한국을 향한 제2의 건국),1993-06-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908800039088011055.PDF,국내
1307848,김영삼,한국일보 창간 39주년 특별회견(고통분담정책은 불가피한 선택),1993-06-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263908900039089011056.PDF,국내
1307849,김영삼,기술개발 촉진 보고회의 말씀(과학기술의 발전만이 우리의 살길),1993-06-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909000039090011057.PDF,국내
1307850,김영삼,여의도 클럽 회원의날 연설(책임을 질줄 아는 언론),1993-06-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909100039091011058.PDF,국내
1307851,김영삼,폴 키팅 호주 총리 내외를 위한 만찬사(21세기는 태평양 시대),1993-06-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909200039092011059.PDF,국내
1307852,김영삼,6·25 참전용사 위로연 연설(6·25는 민족 최대의 비극),1993-06-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909300039093011060.PDF,국내
1307853,김영삼,민주자유보 지령 50호 특별회견(개혁의 주체는 국민),1993-06-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909400039094011061.PDF,국내
1307854,김영삼,김부칠 여사께 보내는 서한(투쟁과 희생의 고귀한 성과),1993-06-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909500039095011062.PDF,국내
1307855,김영삼,한국청년회의소 간부 다과(청년의 이 나라의 미래),1993-06-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909600039096011063.PDF,국내
1307856,김영삼,김춘도 경장 부모님께 보내는 서한(미움과 갈등이 없는 나라를 위해),1993-06-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909700039097011064.PDF,국내
1307857,김영삼,신경제5개년 계획 보고대회(신경제의 목표는 선진국 진입),1993-07-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909800039098011065.PDF,국내
1307858,김영삼,인천 지하철 1호선 기공식 연설(인천은 동북아시아의 중심도시),1993-07-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263909900039099011066.PDF,국내
1307859,김영삼,민주평화통일 제6기 출범회의 개회 연설문(통일의 길은 민족 번영의 길),1993-07-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910000039100011067.PDF,국내
1307860,김영삼,빌 클린턴 미국 대통령 내외를 위한 만찬사(화해와 협력은 국제관계의 새로운 지표),1993-07-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910100039101011068.PDF,국내
1307861,김영삼,"전남일보 창사 5주년 특별회견(광주, 잊지는 말되 용서하자)",1993-07-16,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910200039102011069.PDF,국내
1307862,김영삼,서울경제신문 복간 5주년 특별회견(신경제의 기반은 참여와 정의),1993-07-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910300039103011070.PDF,국내
1307863,김영삼,임시정부 애국선열 유해봉환에 즈음한 담화문(오늘의 애국은 부정부패의 척결),1993-08-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910400039104011071.PDF,국내
1307864,김영삼,대전 엑스포 '93 개막 선언문(새로운 도약의 길),1993-08-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910500039105011072.PDF,국내
1307865,김영삼,경기일보 창간 5주년 특별회견(신도시는 자족도시로 개발),1993-08-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910600039106011073.PDF,국내
1307866,김영삼,최무선함 진수식 연설(자주국방은 민족사적 소명),1993-08-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910700039107011074.PDF,국내
1307867,김영삼,중앙경제신문 창간 5주년 특별회견(사회간접자본은 국력의 척도),1993-08-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910800039108011075.PDF,국내
1307868,김영삼,신경제추진회의(고통의 분담에 국민 모두가 동참),1993-08-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263910900039109011076.PDF,국내
1307869,김영삼,금융실명제실시 관련 담화문(금융실명제는 개혁 중의 개혁),1993-08-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911000039110011077.PDF,국내
1307870,김영삼,제2회 농협인대회 연설(신농정으로 돌아오는 농어촌 건설),1993-08-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911100039111011078.PDF,국내
1307872,김영삼,코리아헤럴드 창간 40주년 특별회견(신외교는 미래지향적 외교),1993-08-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911300039113011080.PDF,국내
1307871,김영삼,제48주년 광복절 경축사(1993년은 민족사 복원의 원년),1993-08-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911200039112011079.PDF,국내
1307873,김영삼,박은식 선생 유족 대표께 보내는서한(우리 정부의 법통은 임시정부),1993-08-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911400039114011081.PDF,국내
1307874,김영삼,한국전쟁박물관 개관에 즈음한 메시지(인류 보편의 가치를 지친 한국 전쟁),1993-08-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911500039115011082.PDF,국내
1307875,김영삼,김병현 할머니께 보내는 서한(몸은 고국을 떠나 멀리 계시지만),1993-08-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911600039116011083.PDF,국내
1307876,김영삼,경인일보 창사 20주년 특별회견(남북 관계의 선결과제는 핵문제),1993-09-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911700039117011084.PDF,국내
1307877,김영삼,제30회 방송의 날 축하연 연설(무한경쟁 시대와 방송의 역할),1993-09-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911800039118011085.PDF,국내
1307878,김영삼,내무부 일선 기관장 다과시 말씀(국민과 조국에 봉사하는 공직자),1993-09-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263911900039119011086.PDF,국내
1307879,김영삼,정부 제3청사 기공식 연설(대전은 제2의 행정수도),1993-09-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912000039120011087.PDF,국내
1307880,김영삼,나라시마 라오 인도 총리를 위한 만찬사(인도에서 빛나는 희망의 등불),1993-09-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912100039121011088.PDF,국내
1307881,김영삼,민주평화통일 해외자문위원 초청 다과시 말씀(민족의 단합으로 위대한 조국 건설),1993-09-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912200039122011089.PDF,국내
1307882,김영삼,프랑수와 미테랑 프랑스 대통령을 위한 환영사(더욱 가깝고 친근한 이웃나라),1993-09-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912300039123011090.PDF,국내
1307883,김영삼,프랑스와 미테랑 프랑스 대통령을 위한 만찬사(프랑스는 자유·평등·박애의 나라),1993-09-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912400039124011091.PDF,국내
1307884,김영삼,"제165회 정기국회 연설(변화와 개혁, 그리고 전진)",1993-09-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912500039125011092.PDF,국내
1307885,김영삼,중앙일보 창간 28주년 특별회견(큰정치는 국가와 민족을위한 정치),1993-09-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912600039126011093.PDF,국내
1307886,김영삼,제30회 전국 여성대회 연설(여성은 변화와 개혁의 주역),1993-09-23,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912700039127011094.PDF,국내
1307887,김영삼,농어촌 발전 대책회의 말씀(더 잘 사는 농어촌으로),1993-09-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912800039128011095.PDF,국내
1307888,김영삼,제45주년 국군의 날 연설(국민을 위한 신한국군으로 탄생),1993-10-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263912900039129011096.PDF,국내
1307889,김영삼,신경제추진회의(변화와 개혁이 경제를 살리는 길),1993-10-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913000039130011097.PDF,국내
1307890,김영삼,경향신문 창간 47주년 특별회견(개혁은 역사의 필연),1993-10-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913100039131011098.PDF,국내
1307893,김영삼,중소기업신문 지령 1000호 발간 축하 메시지(중소기업은 신경제를 이끌어갈 주역),1993-10-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913400039134011101.PDF,국내
1307892,김영삼,제74회 전국체전 개회식 연설(화합과 도약의 한마당),1993-10-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913300039133011100.PDF,국내
1307891,김영삼,광주과학기술원 기공식 연설(21세기를 대비한 과학기술의 요람),1993-10-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913200039132011099.PDF,국내
1307894,김영삼,한국경제신문 창간 29주년 특별회견(금융실명제는 개혁의 핵심),1993-10-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913500039135011102.PDF,국내
1307895,김영삼,마리오 수아레스 포르투갈 대통령을 위한 오찬연설(자유와 민주와 복리의 추구),1993-10-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913600039136011103.PDF,국내
1307896,김영삼,제48주년 경찰의 날 연설(경찰은 국민의 가장 가까운 동반자),1993-10-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913700039137011104.PDF,국내
1307897,김영삼,제1회 수산인 대회 연설(수산업의 새로운 발전),1993-10-23,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913800039138011105.PDF,국내
1307898,김영삼,1994년도 예산안 제출에 즈음한 시정연설(변화와 개혁으로 신한국 창조),1993-10-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263913900039139011106.PDF,국내
1307899,김영삼,코리아 타임즈 창간 43주년 특별회견(한국과 미국은 미래지향적 동반자),1993-11-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914000039140011107.PDF,국내
1307900,김영삼,아르파드 곤츠 헝가리 대토령을 위한 오찬 연설(화합과 협력의 새로운 국제질서),1993-11-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914100039141011108.PDF,국내
1307901,김영삼,SBS 창사 3주년 특별회견(선거혁명으로 깨끗한 정치 실현),1993-11-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914200039142011109.PDF,국내
1307902,김영삼,호소카와 모리히로 일본 총리 내외를 위한 만찬사(한·일 우호협력의 무궁한 발전),1993-11-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914300039143011110.PDF,국내
1307903,김영삼,대전엑스포 '93폐막에 즈음한 담화문(대전 엑스포는 미래에 대한 꿈과 용기),1993-11-08,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914400039144011111.PDF,국내
1307904,김영삼,신경제추진회의 말씀(국제화·개방화로 국가경쟁력 강화),1993-11-08,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914500039145011112.PDF,국내
1307905,김영삼,고촉통 싱가포르 총리 내외를 위한 만찬사(아·태 평화와 번영의 동반자),1993-11-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914600039146011113.PDF,국내
1307906,김영삼,"APEC 지도자 회의 및 미국 공식 방문 출국인사(세계로, 미래로의 새로운 출발)",1993-11-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914700039147011114.PDF,국내
1307907,김영삼,LA시청 환영식 답사(아·태 시대의 영원한 동반자),1993-11-18,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914800039148011115.PDF,국제
1307908,김영삼,APEC 지도자회의 발제문(새로운 태평양 시대의 개막),1993-11-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263914900039149011116.PDF,국제
1307911,김영삼,서울신문 창간 48주년 특별회견(아시아·태평양 지역은 세계경제의 중심무대),1993-11-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915200039152011119.PDF,국내
1307910,김영삼,NDI '해리만 민주주의 상' 수상 연설(나와 한국 국민의 꿈),1993-11-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915100039151011118.PDF,국제
1307909,김영삼,아메리칸 대학 박사 학위 수여식 연설(평화와 번영의 아·태시대로),1993-11-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915000039150011117.PDF,국제
1307912,김영삼,한·미 정상회담 후 언론발표문(신태평양 공동체의 구축),1993-11-23,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915300039153011120.PDF,국제
1307913,김영삼,빌 클린턴 미국 대통령 내외 주최 공식만찬 답사(민주주의와 자유의 샘),1993-11-23,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915400039154011121.PDF,국제
1307914,김영삼,APEC 지도자 회의 및 미국 공식방문 귀국인사(아시아·태평양 시대의 중심국가),1993-11-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915500039155011122.PDF,국내
1307915,김영삼,"APEC 지도자 회의 및 미국 공식방문 귀국보고(넓은 세계, 밝은 미래로)",1993-11-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915600039156011123.PDF,국내
1307916,김영삼,제30회 무역의 날 기념식 연설(수출증대를 위한 국제경쟁력 강화),1993-11-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915700039157011124.PDF,국내
1307917,김영삼,MBC 창사 32주년 특별회견(세계는 개혁 경쟁 시대),1993-12-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915800039158011125.PDF,국내
1307918,김영삼,전국 여성 자원봉사자 대회 연설(우리 사회를 밝히는 촛불),1993-12-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263915900039159011126.PDF,국내
